show_id,title,release_type,genre,language,country,release_year,release_day,duration_minutes,number_of_seasons,total_episodes,budget_million_usd,marketing_spend_million_usd,cast_popularity_score,director_popularity_score,imdb_rating,critic_score,trailer_views_million,social_media_mentions_k,subscription_plan_popularity,watch_hours_million
NFX000157,Multi-layered exuding Graphic Interface,Movie,Thriller,Hindi,Canada,2018,Friday,93,0,1,60.31,23.51,2.42,7.26,5.9,67.2,45.48,169.29,Standard,233.44
NFX000158,Vision-oriented even-keeled installation,Movie,Sci-Fi,English,Spain,2026,Sunday,96,0,1,53.47,27.24,9.71,8.71,8.5,76.5,68.25,290.64,Standard,373.01
NFX000159,Reactive 3rdgeneration portal,Movie,Fantasy,Korean,UK,2016,Thursday,154,0,1,41.26,9.2,1.11,6.04,6.5,66.8,14.75,83.78,Standard,171.76
NFX000160,Automated modular monitoring,Series,Romance,Japanese,Spain,2019,Monday,128,1,10,51.08,10.21,7.84,9.89,8.2,87.9,31.22,180.26,Premium,270.87
NFX000161,Front-line analyzing ability,Movie,Sci-Fi,French,India,2025,Wednesday,81,0,1,33.03,18.41,7.66,2.72,8.1,97.1,56.37,235.63,Premium,294.18
NFX000162,Seamless solution-oriented support,Movie,Thriller,Hindi,India,2017,Friday,81,0,1,52.65,22.92,2.14,7.09,7.1,67.8,48.16,159.44,Basic,289.98
NFX000163,Horizontal uniform groupware,Movie,Drama,Korean,UK,2015,Saturday,135,0,1,47.53,13.66,2.91,1.3,6.9,58.5,34.03,138.96,Premium,175.44
NFX000164,Enhanced optimal encoding,Series,Romance,English,India,2025,Wednesday,74,6,54,61.68,33.52,1,2.52,3.2,24.4,60.82,242.27,Premium,330.4
NFX000165,Pre-emptive 24/7 project,Series,Horror,English,Japan,2021,Tuesday,99,3,24,34.29,16.56,9.26,3.52,6.9,75,52.02,250.57,Standard,257.52
NFX000166,Universal 6thgeneration hardware,Movie,Documentary,English,Spain,2018,Tuesday,102,0,1,66.72,26,6.72,5.05,6.3,62,59.15,258.52,Premium,287.06
NFX000167,Multi-layered secondary neural-net,Movie,Romance,German,India,2026,Monday,120,0,1,61,17.31,3.7,7.69,4.8,55.2,43.07,163.65,Basic,249.91
NFX000168,Cross-platform encompassing strategy,Movie,Romance,Japanese,Japan,2015,Sunday,110,0,1,32.01,13.2,9.96,8.7,7.5,77.8,49.5,233.9,Premium,264.23
NFX000169,Cross-group transitional project,Series,Horror,English,UK,2017,Saturday,108,1,8,22.59,6.85,2.48,2.54,5,55.1,17.67,46.26,Standard,127.79
NFX000170,Up-sized attitude-oriented protocol,Series,Romance,Japanese,Spain,2024,Thursday,152,7,77,28.14,12.48,9.55,6.41,7.7,76.2,40.64,209.34,Standard,230.66
NFX000171,Cross-platform clear-thinking analyzer,Movie,Drama,Korean,Japan,2015,Wednesday,95,0,1,41.09,14.85,5.05,5.26,6.6,84.2,30.39,112.22,Premium,239
NFX000172,Multi-lateral analyzing access,Series,Drama,English,India,2023,Saturday,91,5,50,92.27,14.16,2.97,1.33,4.7,50.8,45.08,137.06,Premium,281.4
NFX000173,Grass-roots holistic project,Movie,Romance,Japanese,USA,2015,Sunday,99,0,1,33.38,17.3,5.78,8.92,8.1,81.6,41.23,192.76,Basic,270.38
NFX000174,Multi-lateral impactful conglomeration,Series,Fantasy,French,UK,2016,Wednesday,130,5,30,43.26,14.08,7.57,8.94,6.5,61.1,41.22,230.27,Basic,307.06
NFX000175,Synergized asynchronous access,Series,Horror,English,UK,2016,Wednesday,132,4,32,66.53,29.82,1.83,6.37,6.3,63.9,59.9,203,Standard,385.15
NFX000176,Networked even-keeled extranet,Series,Action,French,USA,2017,Sunday,102,6,60,68.14,37.45,6.39,5.52,6.4,54.9,80.73,319.89,Basic,424.33
NFX000177,Intuitive radical implementation,Series,Documentary,French,UK,2021,Wednesday,105,1,11,28.28,9.32,9.19,8.27,7.8,66.1,37.51,210.68,Premium,276.55
NFX000178,Object-based radical budgetary management,Series,Fantasy,English,UK,2023,Monday,76,3,42,30.09,11.86,8.76,6.31,6.9,54.4,35.4,165.85,Standard,263.73
NFX000179,Profound object-oriented methodology,Series,Action,English,Canada,2017,Thursday,99,1,6,43.43,16.79,5.61,2.49,5.6,57,40.67,193.5,Premium,162.36
NFX000180,Re-engineered reciprocal alliance,Movie,Fantasy,Korean,UK,2016,Monday,80,0,1,51.69,15.68,1.65,4.69,6.5,52,37.89,156.66,Basic,207.99
NFX000181,Distributed bifurcated help-desk,Series,Horror,French,UK,2019,Sunday,82,2,22,35.52,13.41,9.68,4.46,7.3,70.1,42.2,257.63,Basic,274.96
NFX000182,Focused methodical database,Movie,Romance,Japanese,India,2018,Wednesday,119,0,1,39.09,22.68,3.83,9,7.9,78.1,50.72,162.11,Standard,236.68
NFX000183,Quality-focused zero-defect moderator,Series,Comedy,English,Japan,2025,Friday,99,2,16,44.63,17.38,2.52,3.22,5.7,65.2,36.48,115.64,Basic,199.27
NFX000184,Enterprise-wide zero administration database,Movie,Romance,Japanese,USA,2023,Friday,82,0,1,59.93,24.03,4.13,6.22,6.1,59.4,63.18,211.97,Standard,316.39
NFX000185,Optional dynamic task-force,Movie,Sci-Fi,German,USA,2026,Thursday,123,0,1,41.2,19.73,2.33,8.67,7.8,80.2,41.46,132.94,Basic,197.6
NFX000186,Distributed heuristic complexity,Movie,Horror,French,South Korea,2018,Friday,100,0,1,67.84,11.34,7.71,5.94,7.3,68.8,35.65,165.5,Premium,233.63
NFX000187,De-engineered full-range pricing structure,Series,Documentary,German,UK,2026,Thursday,95,3,42,50.11,15.98,3.57,2.83,6.5,76,42.72,132.8,Basic,260.21
NFX000188,Open-source reciprocal flexibility,Series,Fantasy,Hindi,UK,2019,Tuesday,104,3,33,64.1,33.48,7.88,6.16,8.4,91.1,79.97,320.66,Premium,448.7
NFX000189,Sharable dynamic task-force,Movie,Comedy,Spanish,Canada,2022,Sunday,133,0,1,67.91,18.71,2.9,9.62,6.1,65.1,43.1,166.08,Standard,232.15
NFX000190,Phased mission-critical service-desk,Series,Fantasy,Spanish,Canada,2020,Monday,126,7,91,53.64,30.67,8.4,8.28,8.1,93.3,68.53,329.26,Standard,393.35
NFX000191,Automated encompassing monitoring,Series,Horror,German,India,2024,Thursday,119,1,12,54.41,23.64,6.19,7.28,5.1,57.3,52.56,247.26,Premium,243.18
NFX000192,Progressive demand-driven contingency,Series,Action,Spanish,Spain,2015,Sunday,94,6,78,43.57,14.43,3.66,3.09,6.4,70.6,32.32,136.19,Premium,209.44
NFX000193,Fundamental foreground synergy,Series,Horror,Spanish,Canada,2018,Tuesday,92,7,84,15.45,2.55,2.93,4.75,5.9,63.7,9.77,81.05,Premium,191.09
NFX000194,Streamlined transitional project,Movie,Documentary,Hindi,Canada,2016,Sunday,122,0,1,70.79,32.36,3.18,7.43,6.8,76.5,78.41,249.71,Standard,341.44
NFX000195,Quality-focused holistic leverage,Movie,Action,French,UK,2022,Saturday,93,0,1,22.54,12.33,8.41,7.5,7.3,60.7,42.55,218.74,Standard,243.4
NFX000196,Realigned explicit support,Series,Thriller,Korean,USA,2018,Tuesday,138,3,42,49.18,25.95,1.03,3.22,4,29.2,44.67,161.63,Premium,284.85
NFX000197,Streamlined bottom-line neural-net,Series,Comedy,German,Canada,2026,Thursday,111,4,56,7.41,4.23,7.08,2.04,5,45.6,24.39,115.25,Basic,167.57
NFX000198,Function-based leadingedge strategy,Series,Drama,French,India,2023,Thursday,66,3,30,46.37,9.66,7.08,9.5,7.5,73.9,29.3,164.17,Premium,256.89
NFX000199,Monitored next generation capability,Movie,Comedy,Korean,Canada,2020,Wednesday,102,0,1,25.08,10.92,7.94,1.03,6.1,63.6,24.71,211.39,Standard,158.8
NFX000200,Networked needs-based contingency,Series,Comedy,German,South Korea,2026,Sunday,150,2,28,73.34,26.59,8.92,2.94,7.8,81,61.19,275.95,Premium,389.17
NFX000201,Ergonomic directional productivity,Series,Action,French,Japan,2019,Sunday,112,1,11,47.77,17.23,6.21,1.77,5.6,53.5,44.58,226.13,Standard,254.25
NFX000202,Pre-emptive 3rdgeneration flexibility,Movie,Comedy,Hindi,Japan,2024,Saturday,139,0,1,32.3,18.09,8.54,7.38,6.8,66,51.86,248.98,Standard,264.66
NFX000203,Reverse-engineered dynamic extranet,Movie,Comedy,Korean,USA,2019,Sunday,120,0,1,85.36,24.78,7.97,7.96,7.8,78.2,63.91,280.07,Premium,330.9
NFX000204,Visionary didactic open architecture,Movie,Horror,Hindi,Japan,2017,Wednesday,157,0,1,33.53,10.19,7.65,3.01,7.5,90.1,37.57,196.44,Basic,226.53
NFX000205,Multi-layered responsive conglomeration,Movie,Action,German,USA,2026,Wednesday,107,0,1,58.4,20.8,4.58,3.73,6.6,52.9,45.72,226.73,Standard,262.58
NFX000206,Synchronized didactic collaboration,Series,Documentary,Hindi,India,2026,Friday,116,1,8,49.61,24.79,2.84,7.53,7,72.6,48.45,165.38,Standard,329.47
NFX000207,Extended 24/7 flexibility,Movie,Thriller,Hindi,USA,2023,Friday,92,0,1,67.46,38.88,4.04,7.52,7,70.5,83.64,316.16,Standard,387.93
NFX000208,Operative impactful open architecture,Movie,Horror,Japanese,India,2020,Tuesday,114,0,1,60.46,21.25,2.21,9.62,4.9,65.2,42.7,156.85,Standard,231.15
NFX000209,Robust uniform methodology,Series,Horror,Spanish,Japan,2018,Monday,108,5,30,50.63,11.7,5.13,6.05,8.1,90,19.44,159.11,Standard,243.34
NFX000210,Monitored tangible array,Series,Fantasy,Hindi,USA,2024,Thursday,118,3,30,51.2,29.6,9.95,7.41,8,96.2,66.36,330.64,Standard,360.57
NFX000211,User-friendly bi-directional approach,Series,Documentary,French,South Korea,2015,Thursday,107,2,26,28.55,13.25,4.56,9.58,8.4,87.2,29.32,168.86,Standard,232.45
NFX000212,Optional heuristic utilization,Movie,Documentary,German,UK,2022,Monday,109,0,1,14.09,3.15,6.09,7.94,6.8,58,20.87,127.9,Basic,126.95
NFX000213,Implemented encompassing time-frame,Series,Action,Japanese,South Korea,2015,Saturday,109,1,12,32.85,8.56,4.62,9.05,7.7,81.9,17.93,88.59,Standard,193.55
NFX000214,Streamlined even-keeled knowledge user,Movie,Documentary,Spanish,USA,2018,Friday,150,0,1,48.01,16.8,3.48,6.6,4.3,36.6,40.93,131.29,Premium,219.75
NFX000215,Multi-channeled cohesive methodology,Movie,Horror,German,South Korea,2016,Sunday,87,0,1,14.2,5.84,5.65,7.83,9,79.4,20.87,138.22,Basic,172
NFX000216,Streamlined analyzing hub,Series,Sci-Fi,French,India,2022,Friday,99,4,56,75.22,18.21,6.32,2.68,7,58.8,40.76,201.88,Standard,333.37
NFX000217,Reduced reciprocal core,Movie,Comedy,French,Japan,2023,Monday,94,0,1,62.99,19.44,8.42,5.64,8,79.6,53.67,239.35,Standard,323.26
NFX000218,Advanced intangible middleware,Series,Drama,Japanese,South Korea,2021,Saturday,84,5,45,5,0.75,4.75,5.7,5.6,61.4,5.11,89.08,Basic,158.33
NFX000219,Quality-focused local firmware,Movie,Romance,Spanish,Japan,2025,Thursday,101,0,1,62.07,32.16,3.28,3.44,5.7,50.4,67.97,227.14,Basic,279.74
NFX000220,Seamless explicit projection,Movie,Thriller,German,Spain,2018,Wednesday,66,0,1,47.84,16.1,7.78,1.19,6.3,69.2,37.56,168.49,Premium,218.18
NFX000221,Right-sized system-worthy matrices,Series,Thriller,Spanish,Canada,2023,Thursday,79,7,84,26.51,10.66,8.03,7.38,7.8,76.6,39.33,182.93,Standard,318.7
NFX000222,Configurable mission-critical installation,Series,Comedy,Korean,USA,2021,Tuesday,79,4,40,63.48,17.35,8.26,2.76,5.3,56.5,51.64,237.16,Basic,345.79
NFX000223,Advanced asymmetric focus group,Series,Fantasy,Spanish,USA,2017,Sunday,100,6,36,7.39,2.71,5.56,4.49,6.8,70.4,15.7,108.76,Standard,213.7
NFX000224,Cross-platform solution-oriented protocol,Movie,Romance,Japanese,USA,2018,Thursday,93,0,1,24.97,11.68,5.81,5.87,4.8,39.7,32.4,160.97,Standard,174.39
NFX000225,Upgradable eco-centric time-frame,Series,Documentary,German,Japan,2025,Wednesday,120,2,24,15.22,7.87,5.51,1.64,6.7,65.5,23.34,132.74,Basic,127.12
NFX000226,Customizable full-range parallelism,Movie,Horror,English,Spain,2023,Friday,105,0,1,53.17,12.56,4.7,9.41,8.1,69.5,34.99,132.39,Standard,219.83
NFX000227,Synergistic next generation service-desk,Movie,Comedy,French,Canada,2022,Thursday,144,0,1,22.67,3.98,4.37,9.5,8.2,91.2,9.98,99.85,Premium,201.66
NFX000228,Mandatory systemic challenge,Series,Documentary,English,India,2018,Monday,108,2,22,35.1,20.91,3.93,9.47,7.3,76.1,45.69,157.66,Basic,277.61
NFX000229,Ameliorated regional strategy,Series,Horror,English,USA,2020,Tuesday,66,4,52,8.08,2.66,3.38,2.85,4.5,44,12.58,68.05,Premium,110.36
NFX000230,Organic mobile conglomeration,Movie,Documentary,Korean,South Korea,2025,Saturday,107,0,1,48.54,8.77,4.87,7.26,5.8,74.4,29.38,107.57,Premium,229.74
NFX000231,Team-oriented background portal,Series,Thriller,Korean,Japan,2023,Monday,135,1,8,68.8,29.21,3.82,3.44,6.7,69.2,59.14,238.1,Standard,377.84
NFX000232,Monitored client-server functionalities,Series,Romance,English,Japan,2020,Wednesday,128,3,18,59.49,10.28,6.65,4.47,6.6,71.8,27.33,189.92,Basic,264.16
NFX000233,Object-based optimal database,Series,Horror,Hindi,Canada,2022,Wednesday,69,5,70,44.53,8.54,7.74,9.23,7.6,72.5,32.17,136.85,Basic,290.6
NFX000234,Sharable explicit archive,Series,Fantasy,French,South Korea,2025,Monday,63,6,36,65.72,29.2,8.37,1.45,5.4,49.4,70.5,310.74,Standard,396.1
NFX000235,Profound object-oriented focus group,Series,Sci-Fi,English,Canada,2024,Sunday,100,5,55,63.33,20.83,5.62,3.28,5.4,65.8,45.75,230.77,Standard,299.08
NFX000236,Persevering real-time hardware,Movie,Sci-Fi,French,Japan,2018,Friday,90,0,1,72.25,18.91,7.35,4.85,8.8,83.6,53.04,215.97,Basic,302.04
NFX000237,Versatile discrete analyzer,Movie,Action,Hindi,India,2026,Sunday,134,0,1,11.71,4.23,1.25,2.89,6.5,56.9,9.97,41.06,Premium,157.56
NFX000238,Integrated tertiary definition,Movie,Comedy,German,Canada,2021,Friday,118,0,1,46.71,20.97,8.94,8.33,7.2,63.9,50.04,261.91,Basic,224.11
NFX000239,Horizontal multi-tasking success,Movie,Sci-Fi,Spanish,Canada,2015,Tuesday,125,0,1,62.15,11.47,8.85,8.45,7,65.5,41.19,226.22,Premium,198.88
NFX000240,Enhanced contextually-based monitoring,Movie,Romance,German,India,2017,Tuesday,135,0,1,29.39,8.62,9.13,1.7,6.1,72.6,34.31,182.19,Premium,215.14
NFX000241,Multi-lateral leadingedge firmware,Series,Thriller,English,Japan,2020,Sunday,90,7,42,40.74,11.54,5.13,4.7,6.2,73.8,34.13,154.4,Basic,317.92
NFX000242,Reverse-engineered full-range intranet,Movie,Drama,Spanish,Canada,2024,Sunday,118,0,1,48.22,18.98,4.11,4.73,6.5,67.5,37.98,156.07,Basic,241.17
NFX000243,Re-contextualized exuding middleware,Series,Drama,Hindi,South Korea,2015,Monday,135,7,42,16.65,2.93,4.52,3.11,6.4,80.7,21.02,38.77,Basic,236.96
NFX000244,Inverse executive customer loyalty,Series,Fantasy,English,Japan,2015,Monday,111,7,42,66.1,15.97,3.95,5.92,5.8,64.1,36.61,162.16,Standard,299.93
NFX000245,De-engineered dedicated attitude,Series,Action,Japanese,Spain,2024,Monday,102,1,14,35.54,19.66,2.84,5.57,4.5,44.6,36.54,194.75,Standard,208.95
NFX000246,De-engineered solution-oriented projection,Movie,Drama,French,Canada,2023,Sunday,113,0,1,52.28,13.8,1.09,7.51,7,72.9,28.71,57.43,Premium,197.86
NFX000247,Fundamental leadingedge capacity,Series,Horror,French,USA,2018,Monday,109,1,13,65.88,34.21,4.64,5.36,9.4,92.4,64.17,273.12,Standard,401.95
NFX000248,Business-focused interactive intranet,Series,Documentary,French,USA,2018,Thursday,143,5,40,54.27,23.97,1.67,4.38,5,44.9,40.54,156.38,Premium,279.63
NFX000249,Up-sized systemic focus group,Series,Comedy,English,South Korea,2021,Friday,126,1,14,80.23,35.74,7.38,1.08,5.8,48.9,80.43,355.4,Basic,423.92
NFX000250,User-friendly 6thgeneration flexibility,Movie,Thriller,Spanish,Spain,2024,Saturday,87,0,1,53.29,24.24,7.83,1.13,6.9,81.6,53.79,239.91,Premium,245.26
NFX000251,Automated 6thgeneration archive,Series,Documentary,Japanese,Spain,2016,Wednesday,156,2,22,48.95,20.5,6.89,9,7.8,86.9,57.53,191.14,Standard,318.22
NFX000252,Up-sized value-added intranet,Series,Comedy,German,Japan,2017,Monday,147,2,24,20.43,6.97,9.17,5.56,6.5,73.9,33.87,197.9,Premium,172.75
NFX000253,Multi-tiered needs-based collaboration,Movie,Documentary,Korean,India,2018,Thursday,84,0,1,48.44,14.34,3.43,2.72,6,65.6,25.04,149.85,Standard,232.16
NFX000254,Organized real-time moderator,Series,Documentary,Korean,Japan,2020,Monday,130,1,13,55.74,19.94,9.85,8.08,8.8,90.8,47.77,269.3,Standard,301.39
NFX000255,Proactive static success,Series,Action,French,South Korea,2024,Wednesday,93,3,18,17.84,6.8,7.63,4.93,6.6,68.2,23.96,157.76,Basic,228.87
NFX000256,Integrated context-sensitive Graphic Interface,Series,Comedy,English,Canada,2020,Monday,81,3,27,28.77,4.39,5.19,6.14,5.4,52.5,18.1,99.47,Basic,147.43
NFX000257,Organized modular installation,Series,Comedy,French,Japan,2024,Wednesday,160,5,40,71.7,12.01,8.53,6.58,8.1,89.2,39.4,200.49,Basic,301.11
NFX000258,Expanded reciprocal product,Movie,Fantasy,Japanese,South Korea,2019,Saturday,133,0,1,76.27,16.19,6.21,6.13,6.5,76.1,34.03,180.04,Basic,315.6
NFX000259,Horizontal global support,Series,Action,German,Japan,2024,Sunday,139,2,26,57.51,23.98,1.48,5.09,6.3,72.4,55.94,166.15,Standard,329.16
NFX000260,Focused regional analyzer,Movie,Romance,Japanese,South Korea,2016,Wednesday,100,0,1,71.83,28.7,7.73,8.29,6.3,63.7,64.45,300.9,Basic,326.99
NFX000261,Up-sized 6thgeneration attitude,Movie,Thriller,French,UK,2018,Tuesday,85,0,1,76.08,40.11,8.23,9.65,8.8,100,83.14,357.86,Basic,379.77
NFX000262,Switchable multimedia hardware,Series,Fantasy,Spanish,USA,2025,Sunday,128,5,65,55.78,10.34,7.67,1.85,7.9,80.3,33.42,149.33,Standard,294.91
NFX000263,Mandatory multi-tasking ability,Movie,Documentary,German,Spain,2019,Sunday,132,0,1,53.58,29.4,2.77,7.64,5.9,53.9,59.73,234.36,Premium,294.41
NFX000264,Re-engineered zero tolerance concept,Movie,Romance,English,India,2018,Wednesday,91,0,1,54.09,9.63,4.02,1.6,5.1,49.6,17.63,108.26,Premium,154.32
NFX000265,Future-proofed grid-enabled encryption,Series,Action,Spanish,USA,2018,Tuesday,123,5,65,69.64,41.32,2.49,2.03,2.5,20,77.45,273.67,Basic,417.51
NFX000266,Stand-alone solution-oriented hardware,Series,Comedy,Hindi,Japan,2019,Saturday,100,7,91,22.23,5.44,8.28,2.32,7.4,73.7,22.11,168.3,Basic,187.67
NFX000267,Synergistic fresh-thinking challenge,Movie,Fantasy,Hindi,UK,2019,Thursday,112,0,1,75.24,21.57,3.81,1.03,5,49.2,48.01,185.82,Standard,304.6
NFX000268,Persistent actuating software,Series,Thriller,Spanish,South Korea,2023,Saturday,130,1,12,30.02,10.16,5.13,7.53,8.6,83.8,32.77,136.93,Standard,179.49
NFX000269,Face-to-face disintermediate initiative,Movie,Drama,Hindi,India,2015,Sunday,67,0,1,5,2.64,4.25,8.74,5.3,45.6,21.07,74.11,Premium,100.63
NFX000270,Inverse zero-defect initiative,Movie,Comedy,Spanish,UK,2025,Saturday,110,0,1,39,20.2,5.59,7.63,8,83.2,47.13,206.96,Standard,273.86
NFX000271,Profound explicit website,Series,Horror,Korean,South Korea,2017,Tuesday,121,6,66,49.34,11.51,3.51,2.97,4.4,40.6,28.08,130.61,Premium,220.99
NFX000272,Programmable real-time pricing structure,Movie,Action,Korean,USA,2024,Wednesday,150,0,1,25.08,14.36,9.05,4.04,7.6,95.8,55.28,251.79,Premium,276.83
NFX000273,Total methodical instruction set,Series,Fantasy,French,South Korea,2021,Monday,92,2,26,55.7,27.16,2.37,5.12,6.8,65.9,48.95,185.15,Basic,311.08
NFX000274,Stand-alone didactic matrices,Series,Drama,English,India,2016,Wednesday,125,7,42,41.25,6.31,7.95,7.32,8.8,90.9,28.1,186.34,Basic,258.81
NFX000275,Open-architected bottom-line structure,Movie,Romance,Spanish,South Korea,2017,Monday,122,0,1,33.01,12.54,6.54,9.2,6.4,95.4,25.23,207.83,Basic,200.41
NFX000276,Future-proofed exuding task-force,Series,Documentary,Hindi,India,2015,Thursday,105,1,14,50.75,24.83,2.94,4.02,7.1,78,58.35,231.33,Premium,333.69
NFX000277,User-friendly bottom-line function,Movie,Fantasy,Japanese,Canada,2017,Saturday,112,0,1,60.08,24.31,9.36,4.49,6.1,71.4,58.88,301.16,Standard,297.47
NFX000278,Reverse-engineered maximized structure,Movie,Documentary,German,Japan,2018,Monday,136,0,1,43.72,12.34,1.37,6.73,7.4,69.1,20.37,122.24,Standard,244.58
NFX000279,Down-sized non-volatile focus group,Movie,Horror,English,Canada,2015,Wednesday,134,0,1,27.22,7.53,9.67,1.09,7.6,84.3,27.45,164.64,Premium,189.04
NFX000280,Inverse scalable superstructure,Series,Documentary,French,Japan,2023,Thursday,104,3,42,29.01,5.51,9.93,5.87,6.3,69.4,24.84,164.41,Standard,160.56
NFX000281,Visionary radical project,Movie,Documentary,English,South Korea,2016,Tuesday,105,0,1,50.29,13.72,2.59,3.65,6.1,72.8,27.9,132.68,Premium,226.73
NFX000282,Streamlined global monitoring,Series,Action,English,UK,2020,Sunday,133,1,7,53.87,29.79,9.18,3.82,6,55.8,66.7,340.9,Basic,324.85
NFX000283,Adaptive contextually-based archive,Movie,Documentary,Japanese,UK,2025,Friday,120,0,1,43.87,8.89,7.14,9.55,6.4,58.8,36.04,196.88,Basic,155.02
NFX000284,Seamless directional process improvement,Series,Romance,French,South Korea,2019,Tuesday,130,3,39,20.69,6.31,7.6,6.93,9.2,78.8,21.76,149.41,Standard,218.6
NFX000285,Assimilated 5thgeneration standardization,Movie,Comedy,Japanese,Japan,2024,Monday,147,0,1,24.44,14.45,2.93,1.61,5,54.8,32.23,126.41,Premium,148.57
NFX000286,Multi-tiered bandwidth-monitored approach,Movie,Action,Spanish,Japan,2020,Sunday,71,0,1,46.55,23.52,7.73,6.05,6.7,61.4,61.58,257.54,Premium,275.1
NFX000287,Business-focused composite challenge,Movie,Sci-Fi,English,India,2015,Wednesday,120,0,1,56.13,14.81,6.2,4.23,5.1,54.5,28.24,175.29,Basic,238.15
NFX000288,Virtual secondary emulation,Movie,Thriller,German,Canada,2025,Saturday,104,0,1,34.63,13.88,2.4,8.51,7,59.7,31.12,123.87,Basic,166.48
NFX000289,Inverse methodical installation,Movie,Horror,Korean,Canada,2025,Friday,106,0,1,30.71,7.43,1.15,7.11,6.6,59.9,18.88,64.81,Premium,118.63
NFX000290,Balanced value-added initiative,Series,Action,German,Japan,2017,Wednesday,114,4,48,28.55,12.72,9.74,6.06,7.3,85.4,42.72,223.94,Basic,267.62
NFX000291,Object-based clear-thinking matrices,Series,Comedy,Korean,UK,2019,Saturday,70,3,21,59.29,19.65,8.5,8.33,5.7,68,50.93,229.72,Standard,346.95
NFX000292,Mandatory logistical open system,Series,Drama,Spanish,Spain,2020,Monday,101,6,54,27.86,5.06,4.56,2.64,6,50.4,16.77,101.82,Standard,227.77
NFX000293,Total multi-state orchestration,Series,Horror,English,USA,2025,Wednesday,72,3,33,27.46,14.46,1.45,5.18,4.3,35,38.88,115.53,Standard,250.89
NFX000294,Mandatory coherent collaboration,Movie,Comedy,Japanese,Spain,2023,Friday,100,0,1,34.95,19.3,6.92,1.07,6.2,39.3,48.68,225.71,Standard,187.72
NFX000295,Pre-emptive real-time complexity,Series,Fantasy,German,Japan,2025,Monday,107,1,8,58.46,17.32,1.35,3.45,3.3,36.4,40.42,100.59,Standard,244.37
